category,system_code,system_name,symptom_code,symptom_name,rule_code,judge_name,ttas_degree,nhi_degree
非外傷,A10,婦產科,A1005,陰道出血,A100511,大量陰道出血,2,2
非外傷,A10,婦產科,A1005,陰道出血,A100504,中度呼吸窘迫(＜92%),2,2
非外傷,A10,婦產科,A1005,陰道出血,A100517,中量陰道出血,3,3
非外傷,A10,婦產科,A1005,陰道出血,A100502,休克,1,1
非外傷,A10,婦產科,A1005,陰道出血,A100505,血行動力循環不足,2,2
非外傷,A10,婦產科,A1005,陰道出血,A100513,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A10,婦產科,A1005,陰道出血,A100515,急性中樞中度疼痛(4-7),3,3
非外傷,A10,婦產科,A1005,陰道出血,A100509,急性中樞重度疼痛(8-10),2,2
非外傷,A10,婦產科,A1005,陰道出血,A100520,急性中樞輕度疼痛(＜4),4,4
非外傷,A10,婦產科,A1005,陰道出血,A100501,重度呼吸窘迫(＜90%),1,1
非外傷,A10,婦產科,A1005,陰道出血,A100521,陰道出血-少量/點狀，生命徵象正常，無發燒，無疼痛不適,4,4
非外傷,A10,婦產科,A1005,陰道出血,A100503,無意識(GCS3-8),1,1
非外傷,A07,耳鼻喉系統,A0711,流鼻血,A071110,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A07,耳鼻喉系統,A0711,流鼻血,A071114,急性流鼻血(已止血),4,4
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061007,輕度呼吸窘迫(92-94%),3,3
非外傷,A07,耳鼻喉系統,A0701,耳朵疼痛,A070102,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A07,耳鼻喉系統,A0701,耳朵疼痛,A070106,急性周邊中度疼痛(4-7),4,4
非外傷,A07,耳鼻喉系統,A0701,耳朵疼痛,A070104,急性周邊重度疼痛(8-10),3,3
非外傷,A07,耳鼻喉系統,A0701,耳朵疼痛,A070107,急性周邊輕度疼痛(＜4),5,5
非外傷,A07,耳鼻喉系統,A0701,耳朵疼痛,A070103,發燒(看起來有病容),3,3
非外傷,A07,耳鼻喉系統,A0701,耳朵疼痛,A070105,發燒(看起來無病容),4,4
非外傷,A07,耳鼻喉系統,A0701,耳朵疼痛,A070101,輕度呼吸窘迫(92-94%),3,3
非外傷,A07,耳鼻喉系統,A0702,耳內異物,A070204,耳內異物，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A07,耳鼻喉系統,A0702,耳內異物,A070202,急性周邊中度疼痛(4-7),4,4
非外傷,A07,耳鼻喉系統,A0702,耳內異物,A070201,急性周邊重度疼痛(8-10),3,3
非外傷,A07,耳鼻喉系統,A0702,耳內異物,A070203,急性周邊輕度疼痛(＜4),5,5
非外傷,A07,耳鼻喉系統,A0703,聽力改變,A070301,急性或突發性聽力改變,3,3
非外傷,A07,耳鼻喉系統,A0703,聽力改變,A070302,慢性或漸進性聽力改變，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A07,耳鼻喉系統,A0704,耳鳴,A070401,耳鳴，生命徵象正常，無發燒，無疼痛不適,4,4
非外傷,A07,耳鼻喉系統,A0705,耳朵分泌物,A070505,耳朵分泌物，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A07,耳鼻喉系統,A0705,耳朵分泌物,A070502,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A07,耳鼻喉系統,A0705,耳朵分泌物,A070503,發燒(看起來有病容),3,3
非外傷,A07,耳鼻喉系統,A0705,耳朵分泌物,A070504,發燒(看起來無病容),4,4
非外傷,A07,耳鼻喉系統,A0705,耳朵分泌物,A070501,輕度呼吸窘迫(92-94%),3,3
非外傷,A07,耳鼻喉系統,A0706,牙齒/牙齦問題,A070607,牙齒/牙齦出血已止住,4,4
非外傷,A07,耳鼻喉系統,A0706,牙齒/牙齦問題,A070609,牙齒/牙齦問題，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A07,耳鼻喉系統,A0706,牙齒/牙齦問題,A070605,加壓後已止血,3,3
非外傷,A07,耳鼻喉系統,A0706,牙齒/牙齦問題,A070606,急性周邊中度疼痛(4-7),4,4
非外傷,A07,耳鼻喉系統,A0706,牙齒/牙齦問題,A070603,急性周邊重度疼痛(8-10),3,3
非外傷,A07,耳鼻喉系統,A0706,牙齒/牙齦問題,A070608,急性周邊輕度疼痛(＜4),5,5
非外傷,A07,耳鼻喉系統,A0706,牙齒/牙齦問題,A070602,無法控制的出血,2,2
非外傷,A07,耳鼻喉系統,A0706,牙齒/牙齦問題,A070604,凝血異常-中度或輕度的出血,3,3
非外傷,A07,耳鼻喉系統,A0706,牙齒/牙齦問題,A070601,凝血異常-危及生命或肢體的出血,2,2
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070710,口水外流或喘鳴,2,2
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070711,口咽、嘴唇與舌頭明顯腫脹或水腫,2,2
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070704,中度呼吸窘迫(＜92%),2,2
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070705,血行動力循環不足,2,2
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070713,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070715,急性中樞中度疼痛(4-7),3,3
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070709,急性中樞重度疼痛(8-10),2,2
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070718,急性中樞輕度疼痛(＜4),4,4
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070701,重度呼吸窘迫(＜90%),1,1
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070703,無意識(GCS3-8),1,1
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070707,發燒(免疫功能缺陷),2,2
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070714,發燒(看起來有病容),3,3
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070717,發燒(看起來無病容),4,4
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070708,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070706,意識程度改變(GCS9-13),2,2
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070712,輕度呼吸窘迫(92-94%),3,3
非外傷,A07,耳鼻喉系統,A0707,喉嚨痛,A070719,輕微發炎，生命徵象正常，無發燒,5,5
非外傷,A07,耳鼻喉系統,A0708,頸部腫脹/疼痛,A070804,中度呼吸窘迫(＜92%),2,2
非外傷,A07,耳鼻喉系統,A0708,頸部腫脹/疼痛,A070802,休克,1,1
非外傷,A07,耳鼻喉系統,A0708,頸部腫脹/疼痛,A070805,血行動力循環不足,2,2
非外傷,A07,耳鼻喉系統,A0708,頸部腫脹/疼痛,A070812,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A07,耳鼻喉系統,A0708,頸部腫脹/疼痛,A070814,急性中樞中度疼痛(4-7),3,3
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060710,發燒(看起來無病容),4,4
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060705,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060703,意識程度改變(GCS9-13),2,2
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060706,輕度呼吸窘迫(92-94%),3,3
非外傷,A06,泌尿系統,A0608,少尿,A060804,中度呼吸窘迫(＜92%),2,2
非外傷,A06,泌尿系統,A0608,少尿,A060816,少尿，生命徵象正常，無發燒，無疼痛不適,4,4
非外傷,A06,泌尿系統,A0608,少尿,A060802,休克,1,1
非外傷,A06,泌尿系統,A0608,少尿,A060805,血行動力循環不足,2,2
非外傷,A06,泌尿系統,A0608,少尿,A060811,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A06,泌尿系統,A0608,少尿,A060813,急性中樞中度疼痛(4-7),3,3
非外傷,A06,泌尿系統,A0608,少尿,A060809,急性中樞重度疼痛(8-10),2,2
非外傷,A06,泌尿系統,A0608,少尿,A060815,急性中樞輕度疼痛(＜4),4,4
非外傷,A06,泌尿系統,A0608,少尿,A060801,重度呼吸窘迫(＜90%),1,1
非外傷,A06,泌尿系統,A0608,少尿,A060803,無意識(GCS3-8),1,1
非外傷,A06,泌尿系統,A0608,少尿,A060807,發燒(免疫功能缺陷),2,2
非外傷,A06,泌尿系統,A0608,少尿,A060812,發燒(看起來有病容),3,3
非外傷,A06,泌尿系統,A0608,少尿,A060814,發燒(看起來無病容),4,4
非外傷,A06,泌尿系統,A0608,少尿,A060808,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A06,泌尿系統,A0608,少尿,A060806,意識程度改變(GCS9-13),2,2
非外傷,A06,泌尿系統,A0608,少尿,A060810,輕度呼吸窘迫(92-94%),3,3
非外傷,A06,泌尿系統,A0609,多尿,A060904,中度呼吸窘迫(＜92%),2,2
非外傷,A06,泌尿系統,A0609,多尿,A060916,多尿，生命徵象正常，無發燒，無疼痛不適,4,4
非外傷,A06,泌尿系統,A0609,多尿,A060905,血行動力循環不足,2,2
非外傷,A06,泌尿系統,A0609,多尿,A060911,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A06,泌尿系統,A0609,多尿,A060913,急性中樞中度疼痛(4-7),3,3
非外傷,A06,泌尿系統,A0609,多尿,A060909,急性中樞重度疼痛(8-10),2,2
非外傷,A06,泌尿系統,A0609,多尿,A060915,急性中樞輕度疼痛(＜4),4,4
非外傷,A06,泌尿系統,A0609,多尿,A060901,重度呼吸窘迫(＜90%),1,1
非外傷,A06,泌尿系統,A0609,多尿,A060903,無意識(GCS3-8),1,1
非外傷,A06,泌尿系統,A0609,多尿,A060907,發燒(免疫功能缺陷),2,2
非外傷,A06,泌尿系統,A0609,多尿,A060912,發燒(看起來有病容),3,3
非外傷,A06,泌尿系統,A0609,多尿,A060914,發燒(看起來無病容),4,4
非外傷,A06,泌尿系統,A0609,多尿,A060908,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A06,泌尿系統,A0609,多尿,A060906,意識程度改變(GCS9-13),2,2
非外傷,A06,泌尿系統,A0609,多尿,A060910,輕度呼吸窘迫(92-94%),3,3
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061001,中度呼吸窘迫(＜92%),2,2
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061002,血行動力循環不足,2,2
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061008,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061010,急性中樞中度疼痛(4-7),3,3
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061006,急性中樞重度疼痛(8-10),2,2
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061012,急性中樞輕度疼痛(＜4),4,4
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061004,發燒(免疫功能缺陷),2,2
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061009,發燒(看起來有病容),3,3
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061005,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061003,意識程度改變(GCS9-13),2,2
非外傷,A06,泌尿系統,A0610,鼠蹊部疼痛/腫塊,A061013,鼠蹊部疼痛/腫塊，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060402,血行動力循環不足,2,2
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060407,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060411,急性周邊中度疼痛(4-7),4,4
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060409,急性周邊重度疼痛(8-10),3,3
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060412,急性周邊輕度疼痛(＜4),5,5
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060404,陰莖異常勃起,2,2
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060413,陰莖腫脹，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060408,發燒(看起來有病容),3,3
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060410,發燒(看起來無病容),4,4
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060403,意識程度改變(GCS9-13),2,2
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060406,輕度呼吸窘迫(92-94%),3,3
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060501,中度呼吸窘迫(＜92%),2,2
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060502,血行動力循環不足,2,2
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060508,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060510,急性中樞中度疼痛(4-7),3,3
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060506,急性中樞重度疼痛(8-10),2,2
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060512,急性中樞輕度疼痛(＜4),4,4
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060513,陰囊腫脹，生命徵象正常，無發燒，無疼痛不適,4,4
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060504,發燒(免疫功能缺陷),2,2
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060509,發燒(看起來有病容),3,3
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060511,發燒(看起來無病容),4,4
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060505,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060503,意識程度改變(GCS9-13),2,2
非外傷,A06,泌尿系統,A0605,陰囊疼痛/腫脹,A060507,輕度呼吸窘迫(92-94%),3,3
非外傷,A06,泌尿系統,A0606,尿滯留,A060601,中度呼吸窘迫(＜92%),2,2
非外傷,A06,泌尿系統,A0606,尿滯留,A060602,血行動力循環不足,2,2
非外傷,A06,泌尿系統,A0606,尿滯留,A060608,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A06,泌尿系統,A0606,尿滯留,A060613,尿滯留，生命徵象正常，無發燒，無疼痛不適,4,4
非外傷,A06,泌尿系統,A0606,尿滯留,A060610,急性中樞中度疼痛(4-7),3,3
非外傷,A06,泌尿系統,A0606,尿滯留,A060606,急性中樞重度疼痛(8-10),2,2
非外傷,A06,泌尿系統,A0606,尿滯留,A060612,急性中樞輕度疼痛(＜4),4,4
非外傷,A06,泌尿系統,A0606,尿滯留,A060604,發燒(免疫功能缺陷),2,2
非外傷,A06,泌尿系統,A0606,尿滯留,A060609,發燒(看起來有病容),3,3
非外傷,A06,泌尿系統,A0606,尿滯留,A060611,發燒(看起來無病容),4,4
非外傷,A06,泌尿系統,A0606,尿滯留,A060605,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A06,泌尿系統,A0606,尿滯留,A060603,意識程度改變(GCS9-13),2,2
非外傷,A06,泌尿系統,A0606,尿滯留,A060607,輕度呼吸窘迫(92-94%),3,3
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060701,中度呼吸窘迫(＜92%),2,2
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060702,血行動力循環不足,2,2
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060713,泌尿道感染相關症狀，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060711,急性周邊中度疼痛(4-7),4,4
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060709,急性周邊重度疼痛(8-10),3,3
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060712,急性周邊輕度疼痛(＜4),5,5
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060704,發燒(免疫功能缺陷),2,2
非外傷,A06,泌尿系統,A0607,泌尿道感染相關症狀（頻尿、解尿疼痛）,A060708,發燒(看起來有病容),3,3
非外傷,A05,骨骼系統,A0504,關節腫脹,A050408,發燒(看起來有病容),3,3
非外傷,A05,骨骼系統,A0504,關節腫脹,A050410,發燒(看起來無病容),4,4
非外傷,A05,骨骼系統,A0504,關節腫脹,A050405,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A05,骨骼系統,A0504,關節腫脹,A050403,意識程度改變(GCS9-13),2,2
非外傷,A05,骨骼系統,A0504,關節腫脹,A050406,輕度呼吸窘迫(92-94%),3,3
非外傷,A05,骨骼系統,A0504,關節腫脹,A050413,關節腫脹，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A06,泌尿系統,A0601,腰痛,A060104,中度呼吸窘迫(＜92%),2,2
非外傷,A06,泌尿系統,A0601,腰痛,A060102,休克,1,1
非外傷,A06,泌尿系統,A0601,腰痛,A060105,血行動力循環不足,2,2
非外傷,A06,泌尿系統,A0601,腰痛,A060111,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A06,泌尿系統,A0601,腰痛,A060113,急性中樞中度疼痛(4-7),3,3
非外傷,A06,泌尿系統,A0601,腰痛,A060109,急性中樞重度疼痛(8-10),2,2
非外傷,A06,泌尿系統,A0601,腰痛,A060115,急性中樞輕度疼痛(＜4),4,4
非外傷,A06,泌尿系統,A0601,腰痛,A060101,重度呼吸窘迫(＜90%),1,1
非外傷,A06,泌尿系統,A0601,腰痛,A060103,無意識(GCS3-8),1,1
非外傷,A06,泌尿系統,A0601,腰痛,A060107,發燒(免疫功能缺陷),2,2
非外傷,A06,泌尿系統,A0601,腰痛,A060112,發燒(看起來有病容),3,3
非外傷,A06,泌尿系統,A0601,腰痛,A060114,發燒(看起來無病容),4,4
非外傷,A06,泌尿系統,A0601,腰痛,A060108,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A06,泌尿系統,A0601,腰痛,A060106,意識程度改變(GCS9-13),2,2
非外傷,A06,泌尿系統,A0601,腰痛,A060110,輕度呼吸窘迫(92-94%),3,3
非外傷,A06,泌尿系統,A0602,血尿,A060204,中度呼吸窘迫(＜92%),2,2
非外傷,A06,泌尿系統,A0602,血尿,A060202,休克,1,1
非外傷,A06,泌尿系統,A0602,血尿,A060205,血行動力循環不足,2,2
非外傷,A06,泌尿系統,A0602,血尿,A060218,血尿，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A06,泌尿系統,A0602,血尿,A060211,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A06,泌尿系統,A0602,血尿,A060216,急性周邊中度疼痛(4-7),4,4
非外傷,A06,泌尿系統,A0602,血尿,A060213,急性周邊重度疼痛(8-10),3,3
非外傷,A06,泌尿系統,A0602,血尿,A060217,急性周邊輕度疼痛(＜4),5,5
非外傷,A06,泌尿系統,A0602,血尿,A060201,重度呼吸窘迫(＜90%),1,1
非外傷,A06,泌尿系統,A0602,血尿,A060203,無意識(GCS3-8),1,1
非外傷,A06,泌尿系統,A0602,血尿,A060207,發燒(免疫功能缺陷),2,2
非外傷,A06,泌尿系統,A0602,血尿,A060212,發燒(看起來有病容),3,3
非外傷,A06,泌尿系統,A0602,血尿,A060215,發燒(看起來無病容),4,4
非外傷,A06,泌尿系統,A0602,血尿,A060208,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A06,泌尿系統,A0602,血尿,A060206,意識程度改變(GCS9-13),2,2
非外傷,A06,泌尿系統,A0602,血尿,A060210,輕度呼吸窘迫(92-94%),3,3
非外傷,A06,泌尿系統,A0602,血尿,A060214,凝血異常-中度或輕度的出血,3,3
非外傷,A06,泌尿系統,A0602,血尿,A060209,凝血異常-危及生命或肢體的出血,2,2
非外傷,A06,泌尿系統,A0603,生殖器官分泌物/病變,A060308,生殖器分泌物，生命徵象正常，無發燒，無疼痛不適,5,5
非外傷,A06,泌尿系統,A0603,生殖器官分泌物/病變,A060302,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A06,泌尿系統,A0603,生殖器官分泌物/病變,A060306,急性周邊中度疼痛(4-7),4,4
非外傷,A06,泌尿系統,A0603,生殖器官分泌物/病變,A060304,急性周邊重度疼痛(8-10),3,3
非外傷,A06,泌尿系統,A0603,生殖器官分泌物/病變,A060307,急性周邊輕度疼痛(＜4),5,5
非外傷,A06,泌尿系統,A0603,生殖器官分泌物/病變,A060303,發燒(看起來有病容),3,3
非外傷,A06,泌尿系統,A0603,生殖器官分泌物/病變,A060305,發燒(看起來無病容),4,4
非外傷,A06,泌尿系統,A0603,生殖器官分泌物/病變,A060301,輕度呼吸窘迫(92-94%),3,3
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060401,中度呼吸窘迫(＜92%),2,2
非外傷,A06,泌尿系統,A0604,陰莖腫脹,A060405,包皮過長而且外翻，無法恢復原狀,2,2
非外傷,A05,骨骼系統,A0501,背痛,A050114,急性中樞中度疼痛(4-7),3,3
非外傷,A05,骨骼系統,A0501,背痛,A050109,急性中樞重度疼痛(8-10),2,2
非外傷,A05,骨骼系統,A0501,背痛,A050116,急性中樞輕度疼痛(＜4),4,4
非外傷,A05,骨骼系統,A0501,背痛,A050101,重度呼吸窘迫(＜90%),1,1
非外傷,A05,骨骼系統,A0501,背痛,A050103,無意識(GCS3-8),1,1
非外傷,A05,骨骼系統,A0501,背痛,A050107,發燒(免疫功能缺陷),2,2
非外傷,A05,骨骼系統,A0501,背痛,A050113,發燒(看起來有病容),3,3
非外傷,A05,骨骼系統,A0501,背痛,A050115,發燒(看起來無病容),4,4
非外傷,A05,骨骼系統,A0501,背痛,A050108,發燒疑似敗血症，伴隨任一徵象(中度呼吸窘迫、血行動力循環不足或意識程度改變)及SIRS的條件≧3,2,2
非外傷,A05,骨骼系統,A0501,背痛,A050106,意識程度改變(GCS9-13),2,2
非外傷,A05,骨骼系統,A0501,背痛,A050111,輕度呼吸窘迫(92-94%),3,3
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050204,中度呼吸窘迫(＜92%),2,2
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050210,石膏緊密，伴隨神經受損或肢體血管循環不佳徵象,2,2
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050217,石膏緊密，沒有神經受損或肢體血管循環不佳徵象,4,4
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050205,血行動力循環不足,2,2
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050212,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050216,急性周邊中度疼痛(4-7),4,4
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050214,急性周邊重度疼痛(8-10),3,3
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050218,急性周邊輕度疼痛(＜4),5,5
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050201,重度呼吸窘迫(＜90%),1,1
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050209,神經受損或肢體血管循環不佳徵象,2,2
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050203,無意識(GCS3-8),1,1
非外傷,A05,骨骼系統,A0502,上肢疼痛,A050213,發燒(看起來有病容),3,3
非外傷,P02,心臟血管系統,P0209,單側肢體紅熱,P020917,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
非外傷,P02,心臟血管系統,P0209,單側肢體紅熱,P020919,局部性發炎,4,4
非外傷,P03,腸胃系統,P0301,腹痛,P030101,重度呼吸窘迫(<90%),1,1
非外傷,P03,腸胃系統,P0301,腹痛,P030102,休克,1,1
非外傷,P03,腸胃系統,P0301,腹痛,P030103,無意識(GCS3-8),1,1
非外傷,P03,腸胃系統,P0301,腹痛,P030104,中度呼吸窘迫(<92%),2,2
非外傷,P03,腸胃系統,P0301,腹痛,P030105,血行動力循環不足,2,2
非外傷,P03,腸胃系統,P0301,腹痛,P030106,意識程度改變(GCS9-13),2,2
非外傷,P03,腸胃系統,P0301,腹痛,P030107,年齡<3M，體溫>38℃或<36℃,2,2
非外傷,P03,腸胃系統,P0301,腹痛,P030108,年齡3M~3Y，體溫>38℃，免疫功能缺陷或看起來有病容(活動力不佳),2,2
非外傷,P03,腸胃系統,P0301,腹痛,P030109,年齡>3Y，體溫>38℃，免疫功能缺陷,2,2
非外傷,P03,腸胃系統,P0301,腹痛,P030111,輕度呼吸窘迫(92-94%),3,3
非外傷,P03,腸胃系統,P0301,腹痛,P030112,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
非外傷,P03,腸胃系統,P0301,腹痛,P030113,年齡3M~3Y，體溫>38℃，看起來無病容(活動力佳),3,3
非外傷,P03,腸胃系統,P0301,腹痛,P030114,年齡>3Y，體溫>38℃，看起來有病容(活動力不佳),3,3
非外傷,P03,腸胃系統,P0301,腹痛,P030115,中度疼痛(4-7),3,3
非外傷,P03,腸胃系統,P0301,腹痛,P030116,合併膽汁性嘔吐,3,3
非外傷,P03,腸胃系統,P0301,腹痛,P030117,有明顯腹膜炎徵象,3,3
非外傷,P03,腸胃系統,P0301,腹痛,P030118,腹痛且經期逾期,3,3
非外傷,P03,腸胃系統,P0301,腹痛,P030119,年齡>3Y，體溫>38℃，看起來無病容(活動力佳),4,4
非外傷,P03,腸胃系統,P0301,腹痛,P030120,輕度疼痛(<4),4,4
非外傷,P03,腸胃系統,P0301,腹痛,P030121,慢性或反覆性疼痛,4,4
非外傷,P03,腸胃系統,P0302,新生兒餵食困難,P030201,重度呼吸窘迫(<90%),1,1
非外傷,P03,腸胃系統,P0302,新生兒餵食困難,P030202,休克,1,1
非外傷,P03,腸胃系統,P0302,新生兒餵食困難,P030203,無意識(GCS3-8),1,1
非外傷,P03,腸胃系統,P0302,新生兒餵食困難,P030204,中度呼吸窘迫(<92%),2,2
非外傷,P03,腸胃系統,P0302,新生兒餵食困難,P030205,血行動力循環不足,2,2
非外傷,P03,腸胃系統,P0302,新生兒餵食困難,P030206,意識程度改變(GCS9-13),2,2
非外傷,P03,腸胃系統,P0302,新生兒餵食困難,P030207,年齡<3M，體溫>38℃或<36℃,2,2
